exports_goods_serv,ext_debt_stock,fdi_inflow,gdp_current,gdp_grow,gross_cap_form,immun_measles,imports_goods_percent,life_expect,mort_under_5,net_off_dev,pop_grow,urban_pop_grow,mal_deaths,corrupt_est,gov_effectiveness_est,poli_stability_est,reg_qual_est,rule_law_Est,voice_acc_est,mal_dummy
0.0659869736153741,0.008477996292964442,0.012205420488503333,0.006074115099743067,0.10292455900105277,0.1113510161703971,0.10491155976965207,0.07798316245952316,0.08741734292581606,0.06303138754821878,0.13404757358999492,0.09004391193561177,0.10982821279630016,0.03129849621476113,-0.06002463227560938,-0.06868475118797367,-0.0021768330369159625,-0.05524047343338153,-0.05697197673652256,-0.020230118705368703,0
0.046634849079834464,0.0018821151770381064,0.010617723514389079,0.0015351581966785792,0.031630106418649925,0.10134012681137591,0.07783760886135477,0.07894293394508996,0.08529671053295797,0.10578952179145491,0.03543470695309291,0.11839837770939621,0.07891667959380115,0.16233280866958238,-0.06489185157684108,-0.06562129416294736,-0.07919569072703427,-0.07000060006737488,-0.04347107814282929,-0.035278678705523356,1
0.09180301964634417,0.0055022195941339235,0.03631856828286358,0.0025206702431210424,0.09950671830537873,0.09241318056566288,0.09363074689119485,0.1132131810030479,0.07789799446978683,0.0925197559918299,0.11372068743085634,0.08397175592188452,0.08878474779355958,0.09859520732980766,-0.04981362970387563,-0.06739852107666815,0.029950637466251588,-0.05695193962988325,-0.06314015189355733,-0.028528514001708933,1
0.18505010824439894,0.028825187396079106,-0.02996778038640656,0.019605213002052552,0.046577736491233125,0.08470681178865297,0.06430063340720611,0.08877944361030056,0.08272522346931908,0.10348574300679779,0.010602943320847958,0.11100062300441323,0.09999362043662005,0.029739897171788567,-0.13636124147176604,-0.12159299014768735,-0.033305117016519316,-0.14477080208747806,-0.14094260964472807,-0.16092681598599526,0
0.03938048740361012,0.0027638267915064086,0.008871256842863398,0.004866293941580901,0.12599223361626796,0.08363614942547966,0.08460609658842909,0.061009036281608156,0.08530552202489505,0.06680958475505645,0.08625192235093934,0.09721696646999628,0.11913038639723833,0.06829487624272365,-0.09337825717524938,-0.05434590744847568,-0.08804403197352799,-0.02070212341739554,-0.04017330125128807,-0.075125123094111,1
0.07989919773108362,0.0019414611510888576,0.0014289272767028292,0.0021180631904003204,0.08884391644235304,0.07091988595565317,0.10039923461826919,0.07068866081949382,0.08482676429631351,0.1077246959705669,0.05394865461695697,0.09190541604993083,0.10812364619565822,0.17217942433112413,-0.03731486445690265,-0.058927416415071335,-0.050095211937428996,-0.02367643850182129,-0.03998101985380408,-0.04006240939444758,1
0.06596162752421136,0.008647556218823732,0.014388503827910435,0.007351954875769707,0.08194442291602635,0.06957110603940546,0.09814307204257774,0.08767319745401246,0.09083326463342545,0.051604644776319465,0.13624507479638828,0.08227653893808883,0.08964080000864527,0.005891635083298547,-0.09638612534374122,-0.059719508592446166,-0.1122797013634847,-0.02829068999611447,-0.10065451652166393,-0.038537428212642666,0
0.06931737692568689,0.0024840529138385817,0.005517246985047035,0.0022756050805953854,0.04310527597097435,0.06322616189889732,0.08122185272489192,0.07043037324650463,0.08180148539791483,0.11564969498978737,0.06977066330298916,0.09299312940838936,0.10758453269164328,0.12140482951638659,-0.06477800816296908,-0.08667588762312171,-0.06389559465641612,-0.052525229635539614,-0.05581013507681361,0.0240072042444947,1
0.07909571637149926,0.002619700854526013,0.006479788275603802,0.005146368413038794,0.0553956491614073,0.07739568623180579,0.08573417787627481,0.07001675572257077,0.08162525555917317,0.09758806931807557,0.0336217684578184,0.08370302387277084,0.08017785336132843,0.09905632836587847,-0.11619159277936403,-0.09381855717144073,-0.0596840200771065,-0.10641762243117828,-0.11967949270115251,-0.1477211220994701,1
0.1126607749983196,0.00881711614468302,0.0322500947866958,0.006879329205184511,0.1884469126179816,0.041064151511656426,0.10265539719396062,0.11146694310282503,0.0901430310983539,0.06072760876356167,0.09888755428770116,0.07404920493447861,0.07712566575656371,0.12091469124134362,-0.002608102603072979,-0.005318188632639757,0.015073451432589723,0.01646795304046722,-0.0005434291317758555,0.06929894373481961,1
0.09643519334787799,0.01780379221522533,0.08772025781981257,0.07089385058777932,0.07120759772611594,0.05244597732907763,0.05527598310444034,0.04891701699373632,0.07540581083358171,0.12311393825207644,0.0994369295892995,0.0817924597467591,0.09635082404189363,0.0937148829322738,-0.11898366260635065,-0.11554462546693976,-0.17647153870095178,-0.0898317059059316,-0.13160410263757083,-0.10200728998646341,1
0.07485097149451075,0.2831650761850124,0.3621933722198144,0.31858471128335397,0.0703144117472851,0.12691237686319684,0.09475882817904058,0.07019569253508766,0.09858590895606942,0.05077528441384291,0.1796457236226571,0.039357856078424555,0.04927249975321066,0.004269572713407792,-0.05439917708882845,0.0006284581986991022,-0.11967643272691134,-0.04543646161575378,-0.010101784961474902,0.062315655788450844,0
0.16415687109769558,0.010851835254994488,0.002996778038640656,0.0044461822343940605,-0.05885650625938887,0.015078416770620039,0.05527598310444034,0.08431324212510441,0.07874536627773637,0.09509998823064587,0.07911004343016093,0.0728623401837753,0.06712743241111191,0.13088993011107622,-0.10274624231878557,-0.12174846561699082,-0.12680337696400254,-0.11466819560268018,-0.14136486462813871,-0.15469251366839742,1
0.11857996896530425,0.0019753731362607153,0.0027983159168763743,0.0021355678448664386,0.001111726357204118,0.09127124227251394,0.060916389543668945,0.09440544586702833,0.07552036022876381,0.1331584137531815,0.025161388813203962,0.10273510761383796,0.07545599518551803,0.06794084982372353,-0.13479220473847525,-0.14446432764256,-0.11889079385349728,-0.13521938642272516,-0.1642049496685563,-0.19303473834158033,1
0.09944047133298511,0.0028994747321938394,0.009486489420332672,0.0011885660382494358,0.07528827627095595,0.07710618582432212,0.06994103984643471,0.1204856485951866,0.0842775146322353,0.10661888215393148,0.011097381092286463,0.06765998932823111,0.0629333424967124,0.11790109627968891,-0.11160519331860572,-0.1183934631000686,-0.12520197253706877,-0.13309366992058988,-0.16096290909822286,-0.12693358947802325,1
0.12344174222058515,0.004213564157603328,0.011014647757917643,0.004113593799537812,0.07465102165933278,0.10785136668787232,0.09363074689119485,0.08071945929205192,0.08389421473297216,0.07114068887021184,0.056585656064629,0.09225082620605436,0.08768305653764878,0.024009152719872057,-0.04020196102372292,-0.06950968821703324,0.04598141376900121,-0.05787611660583175,-0.05083897650002618,-0.024367670200382507,0
